自增ID,统计日期,店铺名称,商品ID,商品名称,SKU ID,SKU名称,加购件数,下单件数,下单买家数,下单金额,支付件数,支付买家数,支付金额,款号,颜色,分款号,波段,链接,上线前三天,记录日期,商品编码
302,2025-09-23,秋水伊人官方旗舰店,615934,休闲裤新款,414820,SPU072-灰色-S,204,184,102,11467,135,29,12881,SPU072,灰色,SUB125,A波,https://shop.example.com/product/84072,2025-09-23,2025-10-15 04:41:21,SPU072-灰色-S
303,2025-09-25,GXG官方旗舰店,657519,休闲裤新款,653776,SPU072-灰色-M,363,222,114,27912,46,45,28146,SPU072,灰色,SUB710,C波,https://shop.example.com/product/75034,2025-09-25,2025-10-18 21:50:13,SPU072-灰色-M
304,2025-10-21,Massimo Dutti官方旗舰店,688521,休闲裤新款,105732,SPU072-灰色-M,21,15,6,43977,6,6,13131,SPU072,灰色,SUB721,D波,https://shop.example.com/product/30523,2025-10-18,2025-10-24 04:19:13,SPU072-灰色-M
305,2025-09-18,ONLY女装官方旗舰店,560824,短裤秋冬款,366570,SPU073-蓝色-XL,895,421,201,28626,414,76,5172,SPU073,蓝色,SUB461,A波,https://shop.example.com/product/78762,2025-09-18,2025-10-11 13:19:38,SPU073-蓝色-XL
306,2025-10-01,Mango官方旗舰店,833455,短裤秋冬款,995221,SPU073-蓝色-XS,243,123,2,2102,106,7,17432,SPU073,蓝色,SUB512,D波,https://shop.example.com/product/65779,2025-10-01,2025-10-22 09:04:06,SPU073-蓝色-XS
307,2025-10-03,美特斯邦威官方旗舰店,757286,短裤秋冬款,717940,SPU073-蓝色-XXL,6,51,48,4444,19,3,3314,SPU073,蓝色,SUB557,D波,https://shop.example.com/product/97364,2025-10-03,2025-10-24 17:24:43,SPU073-蓝色-XXL
308,2025-10-19,ONLY女装官方旗舰店,364573,短裤秋冬款,139165,SPU073-蓝色-M,20,239,191,42932,31,16,38375,SPU073,蓝色,SUB341,A波,https://shop.example.com/product/83783,2025-10-15,2025-10-22 11:20:16,SPU073-蓝色-M
309,2025-09-22,Mango女装官方旗舰店,841875,短裤秋冬款,761729,SPU073-蓝色-均码,552,387,293,198,358,161,16337,SPU073,蓝色,SUB783,A波,https://shop.example.com/product/51506,2025-09-22,2025-10-06 21:05:54,SPU073-蓝色-均码
310,2025-10-12,优衣库官方旗舰店,367933,运动长裤春季款,740216,SPU074-绿色-M,1027,401,19,38643,88,38,39186,SPU074,绿色,SUB941,D波,https://shop.example.com/product/61773,2025-10-11,2025-10-18 17:32:21,SPU074-绿色-M
311,2025-09-25,韩都衣舍女装官方旗舰店,616763,运动长裤春季款,769915,SPU074-绿色-L,458,401,331,4267,310,101,30359,SPU074,绿色,SUB704,D波,https://shop.example.com/product/99804,2025-09-25,2025-10-11 14:25:29,SPU074-绿色-L
312,2025-09-20,太平鸟童装官方旗舰店,500788,运动长裤春季款,732277,SPU074-绿色-L,142,61,47,19176,52,6,26927,SPU074,绿色,SUB491,A波,https://shop.example.com/product/29456,2025-09-20,2025-10-03 05:45:04,SPU074-绿色-L
313,2025-10-01,欧时力官方旗舰店,151489,运动长裤春季款,608581,SPU074-绿色-XL,245,110,73,17443,62,15,15289,SPU074,绿色,SUB950,B波,https://shop.example.com/product/52247,2025-10-01,2025-10-10 08:45:11,SPU074-绿色-XL
314,2025-09-24,VERO MODA官方旗舰店,872766,运动长裤春季款,822347,SPU074-绿色-均码,527,223,171,38730,46,38,18946,SPU074,绿色,SUB696,A波,https://shop.example.com/product/90025,2025-09-24,2025-10-24 11:52:07,SPU074-绿色-均码
315,2025-09-26,阿迪达斯官方旗舰店,170249,短裤秋冬款,846048,SPU075-白色-均码,270,228,42,28232,206,169,9146,SPU075,白色,SUB126,B波,https://shop.example.com/product/71245,2025-09-26,2025-10-08 18:34:51,SPU075-白色-均码
316,2025-10-24,播女装官方旗舰店,959636,短裤秋冬款,666808,SPU075-白色-XXXL,21,26,3,5834,16,13,3599,SPU075,白色,SUB961,B波,https://shop.example.com/product/96606,2025-10-14,2025-10-26 04:21:33,SPU075-白色-XXXL
317,2025-10-19,耐克官方旗舰店,761467,短裤秋冬款,942268,SPU075-白色-XXL,676,340,321,17006,337,48,35766,SPU075,白色,SUB918,A波,https://shop.example.com/product/40829,2025-10-15,2025-10-31 06:37:45,SPU075-白色-XXL
318,2025-09-28,ZARA童装官方旗舰店,887402,短裤秋冬款,745093,SPU075-白色-S,525,189,152,33060,175,149,29398,SPU075,白色,SUB250,A波,https://shop.example.com/product/20944,2025-09-28,2025-10-05 21:30:35,SPU075-白色-S
319,2025-10-25,耐克官方旗舰店,866463,短裤秋冬款,976903,SPU075-白色-M,1100,499,257,41022,227,150,18990,SPU075,白色,SUB777,A波,https://shop.example.com/product/19254,2025-10-16,2025-10-28 09:17:50,SPU075-白色-M
320,2025-10-15,VERO MODA女装官方旗舰店,518383,跑步外套夏季款,372667,SPU076-棕色-XXXL,622,496,273,9059,279,82,7880,SPU076,棕色,SUB562,C波,https://shop.example.com/product/78412,2025-10-11,2025-10-28 01:11:58,SPU076-棕色-XXXL
321,2025-10-05,美特斯邦威男装官方旗舰店,561744,跑步外套夏季款,631468,SPU076-棕色-XXL,382,262,224,755,119,69,11309,SPU076,棕色,SUB163,A波,https://shop.example.com/product/44013,2025-10-05,2025-10-09 05:11:31,SPU076-棕色-XXL
322,2025-10-02,太平鸟童装官方旗舰店,597347,跑步外套夏季款,435752,SPU076-棕色-XS,484,276,47,11785,23,6,24920,SPU076,棕色,SUB676,A波,https://shop.example.com/product/49263,2025-10-02,2025-10-27 13:02:13,SPU076-棕色-XS
323,2025-10-09,GAP官方旗舰店,901751,跑步外套夏季款,779426,SPU076-棕色-S,684,304,43,10343,206,130,32747,SPU076,棕色,SUB790,C波,https://shop.example.com/product/31672,2025-10-09,2025-10-28 22:31:12,SPU076-棕色-S
324,2025-10-13,森马男装官方旗舰店,629202,跑步外套夏季款,257744,SPU076-棕色-XXXL,474,307,200,37918,216,171,31269,SPU076,棕色,SUB780,A波,https://shop.example.com/product/45013,2025-10-12,2025-10-22 01:53:51,SPU076-棕色-XXXL
325,2025-09-30,GXG官方旗舰店,340477,套头卫衣秋冬款,848035,SPU077-棕色-L,15,22,8,5795,18,18,27755,SPU077,棕色,SUB215,C波,https://shop.example.com/product/65987,2025-09-30,2025-10-10 12:55:31,SPU077-棕色-L
326,2025-10-12,Stradivarius女装官方旗舰店,678654,套头卫衣秋冬款,773528,SPU077-棕色-XS,31,22,5,31949,15,9,36255,SPU077,棕色,SUB671,B波,https://shop.example.com/product/53687,2025-10-11,2025-10-24 12:58:20,SPU077-棕色-XS
327,2025-10-14,GXG官方旗舰店,212206,套头卫衣秋冬款,916872,SPU077-棕色-均码,942,370,297,43164,193,171,26093,SPU077,棕色,SUB286,C波,https://shop.example.com/product/93885,2025-10-11,2025-10-22 00:22:56,SPU077-棕色-均码
328,2025-10-12,VERO MODA女装官方旗舰店,542113,套头卫衣秋冬款,836111,SPU077-棕色-L,36,23,19,24662,19,12,35834,SPU077,棕色,SUB354,C波,https://shop.example.com/product/90190,2025-10-11,2025-10-15 00:39:08,SPU077-棕色-L
329,2025-10-23,秋水伊人官方旗舰店,575067,套头卫衣秋冬款,636556,SPU077-棕色-L,319,219,38,4244,6,3,761,SPU077,棕色,SUB256,C波,https://shop.example.com/product/23396,2025-10-17,2025-10-24 13:57:32,SPU077-棕色-L
330,2025-09-30,Bershka官方旗舰店,472843,连帽卫衣秋冬款,708171,SPU078-粉色-XS,248,197,161,26648,36,17,35561,SPU078,粉色,SUB659,B波,https://shop.example.com/product/10044,2025-09-30,2025-10-12 02:43:30,SPU078-粉色-XS
331,2025-10-18,秋水伊人官方旗舰店,660591,连帽卫衣秋冬款,519567,SPU078-粉色-XXXL,545,257,256,14939,113,78,2692,SPU078,粉色,SUB546,B波,https://shop.example.com/product/43886,2025-10-12,2025-10-20 01:16:21,SPU078-粉色-XXXL
332,2025-10-21,Pull&Bear官方旗舰店,889467,连帽卫衣秋冬款,652819,SPU078-粉色-L,455,202,154,37732,122,8,27847,SPU078,粉色,SUB122,A波,https://shop.example.com/product/21689,2025-10-15,2025-10-26 16:23:29,SPU078-粉色-L
333,2025-09-29,VERO MODA官方旗舰店,969999,连帽卫衣秋冬款,218432,SPU078-粉色-XXXL,300,153,63,23445,18,5,13406,SPU078,粉色,SUB831,D波,https://shop.example.com/product/24150,2025-09-29,2025-10-10 00:45:30,SPU078-粉色-XXXL
334,2025-10-05,播男装官方旗舰店,854675,连帽卫衣秋冬款,527433,SPU078-粉色-XXXL,0,119,43,12227,27,7,2869,SPU078,粉色,SUB360,C波,https://shop.example.com/product/82914,2025-10-05,2025-10-31 07:10:47,SPU078-粉色-XXXL
335,2025-10-18,太平鸟男装官方旗舰店,448599,家居服夏季款,917636,SPU079-棕色-XS,717,261,11,10851,48,23,18246,SPU079,棕色,SUB868,C波,https://shop.example.com/product/74958,2025-10-14,2025-10-27 00:59:36,SPU079-棕色-XS
336,2025-09-25,Massimo Dutti官方旗舰店,746216,家居服夏季款,202090,SPU079-棕色-XXL,109,74,40,42617,33,2,12664,SPU079,棕色,SUB813,C波,https://shop.example.com/product/45861,2025-09-25,2025-10-03 14:42:44,SPU079-棕色-XXL
337,2025-09-17,美特斯邦威男装官方旗舰店,536617,家居服夏季款,521595,SPU079-棕色-XXXL,4,14,7,49519,12,11,31735,SPU079,棕色,SUB865,A波,https://shop.example.com/product/77605,2025-09-17,2025-10-04 02:25:38,SPU079-棕色-XXXL
338,2025-10-10,杰克琼斯男装官方旗舰店,664385,家居服夏季款,701080,SPU079-棕色-XS,192,64,5,35828,33,0,26260,SPU079,棕色,SUB572,B波,https://shop.example.com/product/22700,2025-10-10,2025-10-24 05:26:07,SPU079-棕色-XS
339,2025-09-23,江南布衣男装官方旗舰店,384027,家居服夏季款,533795,SPU079-棕色-M,264,139,26,14842,20,10,12105,SPU079,棕色,SUB503,D波,https://shop.example.com/product/44737,2025-09-23,2025-10-18 20:35:30,SPU079-棕色-M
340,2025-09-24,优衣库女装官方旗舰店,795381,连帽卫衣夏季款,664557,SPU080-红色-XL,632,279,127,45801,216,148,25940,SPU080,红色,SUB813,D波,https://shop.example.com/product/50844,2025-09-24,2025-10-22 09:11:06,SPU080-红色-XL
341,2025-10-11,太平鸟女装官方旗舰店,694774,连帽卫衣夏季款,427523,SPU080-红色-S,1410,476,456,5917,259,167,22300,SPU080,红色,SUB702,C波,https://shop.example.com/product/51098,2025-10-11,2025-10-17 18:38:42,SPU080-红色-S
342,2025-10-14,ZARA官方旗舰店,216020,连帽卫衣夏季款,230145,SPU080-红色-S,276,411,369,39263,337,92,3839,SPU080,红色,SUB965,D波,https://shop.example.com/product/57358,2025-10-13,2025-10-28 02:25:50,SPU080-红色-S
343,2025-09-22,VERO MODA女装官方旗舰店,500021,连帽卫衣夏季款,828515,SPU080-红色-M,22,126,44,7431,89,9,31095,SPU080,红色,SUB180,D波,https://shop.example.com/product/99491,2025-09-22,2025-10-03 02:43:16,SPU080-红色-M
344,2025-09-28,太平鸟官方旗舰店,972964,短袖T恤经典款,724958,SPU081-橙色-XXXL,1101,372,284,25879,31,13,27606,SPU081,橙色,SUB421,B波,https://shop.example.com/product/63843,2025-09-28,2025-10-21 06:57:56,SPU081-橙色-XXXL
345,2025-09-12,优衣库童装官方旗舰店,231872,短袖T恤经典款,204866,SPU081-橙色-S,1054,499,296,17033,363,167,24404,SPU081,橙色,SUB713,A波,https://shop.example.com/product/59674,2025-09-12,2025-10-10 03:22:24,SPU081-橙色-S
346,2025-10-09,ZARA官方旗舰店,125976,短袖T恤经典款,722977,SPU081-橙色-XXL,671,248,166,37512,1,1,8905,SPU081,橙色,SUB405,C波,https://shop.example.com/product/33452,2025-10-09,2025-10-29 19:50:05,SPU081-橙色-XXL
347,2025-09-08,ONLY女装官方旗舰店,494616,短袖T恤经典款,493262,SPU081-橙色-S,35,24,23,36487,9,9,28502,SPU081,橙色,SUB541,D波,https://shop.example.com/product/63799,2025-09-08,2025-10-07 21:09:59,SPU081-橙色-S
348,2025-10-22,GAP童装官方旗舰店,556973,牛仔裤夏季款,374864,SPU082-黑色-M,20,25,0,20364,10,5,27760,SPU082,黑色,SUB985,C波,https://shop.example.com/product/74229,2025-10-18,2025-10-29 07:00:44,SPU082-黑色-M
349,2025-09-25,美特斯邦威官方旗舰店,663628,牛仔裤夏季款,130601,SPU082-黑色-XL,922,387,157,20901,226,56,12601,SPU082,黑色,SUB900,A波,https://shop.example.com/product/65725,2025-09-25,2025-10-04 12:02:00,SPU082-黑色-XL
350,2025-10-07,Mango女装官方旗舰店,920228,牛仔裤夏季款,487479,SPU082-黑色-XXXL,66,66,51,24986,31,8,12079,SPU082,黑色,SUB888,D波,https://shop.example.com/product/54106,2025-10-07,2025-10-14 19:49:47,SPU082-黑色-XXXL
351,2025-09-24,ZARA官方旗舰店,213664,牛仔裤夏季款,515750,SPU082-黑色-均码,684,358,309,39861,148,88,15001,SPU082,黑色,SUB154,A波,https://shop.example.com/product/98508,2025-09-24,2025-10-08 06:14:07,SPU082-黑色-均码
352,2025-10-09,Mango女装官方旗舰店,295809,牛仔裤夏季款,224166,SPU082-黑色-XL,179,217,38,19274,41,11,29617,SPU082,黑色,SUB538,D波,https://shop.example.com/product/96067,2025-10-09,2025-10-30 03:20:02,SPU082-黑色-XL
353,2025-10-28,太平鸟男装官方旗舰店,240862,家居服新款,900911,SPU083-灰色-M,323,242,156,4412,79,49,1818,SPU083,灰色,SUB206,A波,https://shop.example.com/product/33183,2025-10-23,2025-10-30 11:38:08,SPU083-灰色-M
354,2025-09-19,GAP官方旗舰店,490604,家居服新款,993163,SPU083-灰色-XL,257,143,64,34957,25,25,33886,SPU083,灰色,SUB754,D波,https://shop.example.com/product/17860,2025-09-19,2025-10-16 05:45:14,SPU083-灰色-XL
355,2025-10-25,COS官方旗舰店,597638,家居服新款,717411,SPU083-灰色-XXXL,8,3,3,31535,0,0,36623,SPU083,灰色,SUB230,B波,https://shop.example.com/product/20372,2025-10-20,2025-10-28 01:34:23,SPU083-灰色-XXXL
356,2025-10-11,杰克琼斯男装官方旗舰店,475772,家居服新款,565660,SPU083-灰色-M,6,88,34,29236,73,17,26774,SPU083,灰色,SUB911,C波,https://shop.example.com/product/31510,2025-10-11,2025-10-19 10:45:29,SPU083-灰色-M
357,2025-09-09,H&M官方旗舰店,254428,家居服新款,865929,SPU083-灰色-L,113,326,84,3504,217,52,34652,SPU083,灰色,SUB357,B波,https://shop.example.com/product/72747,2025-09-09,2025-10-02 18:34:18,SPU083-灰色-L
358,2025-10-19,江南布衣女装官方旗舰店,462512,套头卫衣秋冬款,830264,SPU084-红色-M,395,175,136,3151,58,29,36313,SPU084,红色,SUB458,B波,https://shop.example.com/product/58299,2025-10-12,2025-10-20 03:44:44,SPU084-红色-M
359,2025-09-10,Stradivarius官方旗舰店,424809,套头卫衣秋冬款,234130,SPU084-红色-XXXL,63,135,59,32994,131,83,16594,SPU084,红色,SUB470,C波,https://shop.example.com/product/16179,2025-09-10,2025-10-03 04:02:16,SPU084-红色-XXXL
360,2025-09-30,播官方旗舰店,420343,套头卫衣秋冬款,784532,SPU084-红色-XL,23,16,9,42743,13,7,22186,SPU084,红色,SUB857,B波,https://shop.example.com/product/35796,2025-09-30,2025-10-29 06:51:56,SPU084-红色-XL
361,2025-10-03,Massimo Dutti官方旗舰店,246741,套头卫衣秋冬款,302950,SPU084-红色-XL,315,432,365,29324,39,18,35210,SPU084,红色,SUB729,D波,https://shop.example.com/product/99413,2025-10-03,2025-10-22 04:47:44,SPU084-红色-XL
362,2025-09-17,H&M男装官方旗舰店,955217,套头卫衣热卖款,188989,SPU085-黄色-XL,923,481,224,26092,317,105,15918,SPU085,黄色,SUB780,C波,https://shop.example.com/product/94549,2025-09-17,2025-10-03 15:27:10,SPU085-黄色-XL
363,2025-09-20,秋水伊人女装官方旗舰店,277965,套头卫衣热卖款,132196,SPU085-黄色-XS,196,328,284,35317,85,48,11122,SPU085,黄色,SUB939,A波,https://shop.example.com/product/72224,2025-09-20,2025-10-20 07:40:23,SPU085-黄色-XS
364,2025-10-22,优衣库童装官方旗舰店,669273,套头卫衣热卖款,163730,SPU085-黄色-XL,68,181,155,25364,3,1,2733,SPU085,黄色,SUB361,C波,https://shop.example.com/product/93275,2025-10-14,2025-10-23 12:07:54,SPU085-黄色-XL
365,2025-10-11,太平鸟女装官方旗舰店,738457,家居服秋冬款,931338,SPU086-白色-XL,117,99,41,47132,4,4,32967,SPU086,白色,SUB949,B波,https://shop.example.com/product/44965,2025-10-11,2025-10-13 13:48:31,SPU086-白色-XL
366,2025-10-01,美特斯邦威官方旗舰店,988951,家居服秋冬款,340667,SPU086-白色-M,902,319,156,774,117,4,6805,SPU086,白色,SUB627,A波,https://shop.example.com/product/61948,2025-10-01,2025-10-29 19:10:19,SPU086-白色-M
367,2025-09-14,欧时力女装官方旗舰店,400527,家居服秋冬款,639165,SPU086-白色-XXL,68,225,215,27851,121,44,11288,SPU086,白色,SUB385,C波,https://shop.example.com/product/43343,2025-09-14,2025-10-14 12:43:11,SPU086-白色-XXL
368,2025-09-25,杰克琼斯官方旗舰店,374362,家居服秋冬款,374609,SPU086-白色-L,875,469,27,34847,343,107,35067,SPU086,白色,SUB470,A波,https://shop.example.com/product/72273,2025-09-25,2025-10-13 07:45:40,SPU086-白色-L
369,2025-10-12,江南布衣男装官方旗舰店,838802,针织衫热卖款,922375,SPU087-黄色-XXXL,565,308,54,1020,111,82,21004,SPU087,黄色,SUB346,A波,https://shop.example.com/product/29278,2025-10-11,2025-10-26 10:02:08,SPU087-黄色-XXXL
370,2025-09-25,欧时力女装官方旗舰店,637387,针织衫热卖款,793182,SPU087-黄色-XS,261,274,197,40769,233,145,37963,SPU087,黄色,SUB535,B波,https://shop.example.com/product/88492,2025-09-25,2025-10-15 08:48:46,SPU087-黄色-XS
371,2025-10-10,森马官方旗舰店,604617,针织衫热卖款,706889,SPU087-黄色-M,89,31,8,31414,19,3,17972,SPU087,黄色,SUB959,D波,https://shop.example.com/product/99263,2025-10-10,2025-10-29 08:10:44,SPU087-黄色-M
372,2025-10-12,太平鸟女装官方旗舰店,343847,针织衫热卖款,138198,SPU087-黄色-M,207,70,11,47769,32,24,16556,SPU087,黄色,SUB279,C波,https://shop.example.com/product/27327,2025-10-11,2025-10-25 11:45:42,SPU087-黄色-M
373,2025-10-07,Massimo Dutti男装官方旗舰店,683791,童装套装春季款,780208,SPU088-橙色-均码,463,463,303,29460,104,20,34174,SPU088,橙色,SUB341,B波,https://shop.example.com/product/84450,2025-10-07,2025-10-28 11:56:22,SPU088-橙色-均码
374,2025-09-12,Pull&Bear官方旗舰店,218205,童装套装春季款,777454,SPU088-橙色-XXL,1125,405,255,1971,52,25,10296,SPU088,橙色,SUB680,B波,https://shop.example.com/product/32597,2025-09-12,2025-10-10 16:01:00,SPU088-橙色-XXL
375,2025-09-23,VERO MODA女装官方旗舰店,151774,童装套装春季款,846261,SPU088-橙色-均码,591,264,108,10995,263,74,7938,SPU088,橙色,SUB145,A波,https://shop.example.com/product/11953,2025-09-23,2025-10-21 05:53:00,SPU088-橙色-均码
376,2025-10-07,Stradivarius官方旗舰店,102215,跑步外套夏季款,117068,SPU089-黄色-XXXL,32,94,88,34211,29,12,30232,SPU089,黄色,SUB544,D波,https://shop.example.com/product/25022,2025-10-07,2025-10-11 20:59:10,SPU089-黄色-XXXL
377,2025-10-07,欧时力女装官方旗舰店,982140,跑步外套夏季款,762048,SPU089-黄色-均码,61,23,22,25312,0,0,734,SPU089,黄色,SUB660,A波,https://shop.example.com/product/48728,2025-10-07,2025-10-31 08:07:04,SPU089-黄色-均码
378,2025-10-02,太平鸟女装官方旗舰店,935567,跑步外套夏季款,197455,SPU089-黄色-S,147,96,7,47481,47,15,36243,SPU089,黄色,SUB396,C波,https://shop.example.com/product/95180,2025-10-02,2025-10-10 03:03:43,SPU089-黄色-S
379,2025-09-13,GAP官方旗舰店,718274,跑步外套夏季款,635124,SPU089-黄色-XL,24,124,100,31626,82,35,27599,SPU089,黄色,SUB901,B波,https://shop.example.com/product/35557,2025-09-13,2025-10-10 07:29:10,SPU089-黄色-XL
380,2025-10-19,太平鸟童装官方旗舰店,717298,训练外套热卖款,431761,SPU090-紫色-XXXL,426,161,25,2285,79,0,13012,SPU090,紫色,SUB850,A波,https://shop.example.com/product/69905,2025-10-13,2025-10-28 23:25:21,SPU090-紫色-XXXL
381,2025-10-03,太平鸟男装官方旗舰店,291238,训练外套热卖款,103678,SPU090-紫色-XL,757,427,418,18281,384,168,38556,SPU090,紫色,SUB488,D波,https://shop.example.com/product/19769,2025-10-03,2025-10-22 01:11:49,SPU090-紫色-XL
382,2025-09-13,Stradivarius女装官方旗舰店,822502,训练外套热卖款,148315,SPU090-紫色-XXL,223,169,110,43807,5,3,27661,SPU090,紫色,SUB375,A波,https://shop.example.com/product/19676,2025-09-13,2025-10-10 05:10:10,SPU090-紫色-XXL
383,2025-09-10,太平鸟男装官方旗舰店,488988,训练外套热卖款,413619,SPU090-紫色-均码,2,6,5,5917,5,5,14732,SPU090,紫色,SUB388,A波,https://shop.example.com/product/68591,2025-09-10,2025-10-09 22:17:12,SPU090-紫色-均码
384,2025-09-29,COS官方旗舰店,518196,家居服夏季款,743949,SPU091-米色-XL,605,277,137,40541,165,120,2749,SPU091,米色,SUB635,A波,https://shop.example.com/product/58140,2025-09-29,2025-10-24 14:10:42,SPU091-米色-XL
385,2025-09-13,GAP女装官方旗舰店,304102,家居服夏季款,550779,SPU091-米色-M,859,395,280,13258,287,150,36304,SPU091,米色,SUB244,D波,https://shop.example.com/product/80031,2025-09-13,2025-10-07 15:48:40,SPU091-米色-M
